Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 2236, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2361
Trained episode: 2237, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2362
Trained episode: 2238, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2363
Trained episode: 2239, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2364
Trained episode: 2240, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2365
Trained episode: 2241, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2366
Trained episode: 2242, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2367
Trained episode: 2243, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2368
Trained episode: 2244, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2369
Trained episode: 2245, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2370
Trained episode: 2246, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2371
Trained episode: 2247, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2372
Trained episode: 2248, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2373
Trained episode: 2249, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2374
Trained episode: 2250, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2375
Trained episode: 2251, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2376
Trained episode: 2252, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2377
Trained episode: 2253, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2379
Trained episode: 2254, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2380
Trained episode: 2255, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2381
Trained episode: 2256, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2382
Trained episode: 2257, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2383
Trained episode: 2258, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2386
Trained episode: 2259, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2387
Trained episode: 2260, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2388
Trained episode: 2261, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2389
Trained episode: 2262, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2390
Trained episode: 2263, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2391
Trained episode: 2264, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2392
Trained episode: 2265, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2393
Trained episode: 2266, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2394
Trained episode: 2267, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2395
Trained episode: 2268, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2396
Trained episode: 2269, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2397
Trained episode: 2270, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2398
Trained episode: 2271, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2399
Trained episode: 2272, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2400
Trained episode: 2273, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2401
Trained episode: 2274, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2402
Trained episode: 2275, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2404
Trained episode: 2276, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2405
Trained episode: 2277, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2406
Trained episode: 2278, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2407
Trained episode: 2279, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2408
Trained episode: 2280, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2409
Trained episode: 2281, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2410
Trained episode: 2282, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2411
Trained episode: 2283, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2412
Trained episode: 2284, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2413
Trained episode: 2285, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2414
Trained episode: 2286, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2415
Trained episode: 2287, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2416
Trained episode: 2288, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2417
Trained episode: 2289, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2418
Trained episode: 2290, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2419
Trained episode: 2291, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2420
Trained episode: 2292, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2421
Trained episode: 2293, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2422
Trained episode: 2294, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2423
Trained episode: 2295, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2424
Trained episode: 2296, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2425
Trained episode: 2297, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2426
Trained episode: 2298, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2427
Trained episode: 2299, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2428
Trained episode: 2300, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2429
Trained episode: 2301, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2430
Trained episode: 2302, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2431
Trained episode: 2303, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2432
Trained episode: 2304, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2433
Trained episode: 2305, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2434
Trained episode: 2306, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2435
Trained episode: 2307, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2436
Trained episode: 2308, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2437
Trained episode: 2309, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2438
Trained episode: 2310, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2439
Trained episode: 2311, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2440
Trained episode: 2312, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2441
Trained episode: 2313, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2442
Trained episode: 2314, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2443
Trained episode: 2315, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2444
Trained episode: 2316, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2445
Trained episode: 2317, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2446
Trained episode: 2318, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2447
Trained episode: 2319, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2449
Trained episode: 2320, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2451
Trained episode: 2321, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2452
Trained episode: 2322, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2453
Trained episode: 2323, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2454
Trained episode: 2324, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2455
Trained episode: 2325, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2456
Trained episode: 2326, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2457
Trained episode: 2327, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2458
Trained episode: 2328, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2459
Trained episode: 2329, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2460
Trained episode: 2330, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2461
Trained episode: 2331, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2462
Trained episode: 2332, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2463
Trained episode: 2333, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2464
Trained episode: 2334, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2465
Trained episode: 2335, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2466
Trained episode: 2336, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2467
Trained episode: 2337, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2468
Trained episode: 2338, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2469
Trained episode: 2339, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2470
Trained episode: 2340, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2471
Trained episode: 2341, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2472
Trained episode: 2342, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2473
Trained episode: 2343, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2474
Trained episode: 2344, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2475
Trained episode: 2345, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2476
Trained episode: 2346, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2477
Trained episode: 2347, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2478
Trained episode: 2348, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2479
Trained episode: 2349, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2480
Trained episode: 2350, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2482
Trained episode: 2351, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2484
Trained episode: 2352, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2485
Trained episode: 2353, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2486
Trained episode: 2354, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2487
Trained episode: 2355, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2488
Trained episode: 2356, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2489
Trained episode: 2357, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2490
Trained episode: 2358, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2491
Trained episode: 2359, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2492
Trained episode: 2360, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2493
Trained episode: 2361, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2494
Trained episode: 2362, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2495
Trained episode: 2363, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2496
Trained episode: 2364, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2497
Trained episode: 2365, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2498
Trained episode: 2366, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2499
Trained episode: 2367, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2500
Trained episode: 2368, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2501
Trained episode: 2369, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2502
Trained episode: 2370, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2503
Trained episode: 2371, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2504
Trained episode: 2372, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2505
Trained episode: 2373, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2506
Trained episode: 2374, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2507
Trained episode: 2375, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2508
Trained episode: 2376, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2509
Trained episode: 2377, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2510
Trained episode: 2378, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2511
Trained episode: 2379, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2512
Trained episode: 2380, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2513
Trained episode: 2381, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2514
Trained episode: 2382, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2515
Trained episode: 2383, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2516
Trained episode: 2384, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2517
Trained episode: 2385, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2518
Trained episode: 2386, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2519
Trained episode: 2387, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2520
Trained episode: 2388, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2521
Trained episode: 2389, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2522
Trained episode: 2390, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2523
Trained episode: 2391, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2526
Trained episode: 2392, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2527
Trained episode: 2393, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2528
Trained episode: 2394, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2529
Trained episode: 2395, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2530
Trained episode: 2396, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2531
Trained episode: 2397, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2532
Trained episode: 2398, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2533
Trained episode: 2399, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2534
Trained episode: 2400, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2535
Trained episode: 2401, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2536
Trained episode: 2402, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2537
Trained episode: 2403, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2538
Trained episode: 2404, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2539
Trained episode: 2405, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2540
Trained episode: 2406, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2541
Trained episode: 2407, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2543
Trained episode: 2408, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2544
Trained episode: 2409, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2545
Trained episode: 2410, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2546
Trained episode: 2411, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2547
Trained episode: 2412, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2548
Trained episode: 2413, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2549
Trained episode: 2414, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2550
Trained episode: 2415, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2551
Trained episode: 2416, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2552
Trained episode: 2417, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2553
Trained episode: 2418, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2554
Trained episode: 2419, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2555
Trained episode: 2420, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2556
Trained episode: 2421, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2557
Trained episode: 2422, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2558
Trained episode: 2423, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2559
Trained episode: 2424, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2560
Trained episode: 2425, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2561
Trained episode: 2426, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2562
Trained episode: 2427, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2564
Trained episode: 2428, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2565
Trained episode: 2429, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2566
Trained episode: 2430, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2567
Trained episode: 2431, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2568
Trained episode: 2432, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2569
Trained episode: 2433, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2570
Trained episode: 2434, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2571
Trained episode: 2435, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2572
Trained episode: 2436, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2573
Trained episode: 2437, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2574
Trained episode: 2438, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2575
Trained episode: 2439, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2577
Trained episode: 2440, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2578
Trained episode: 2441, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2579
Trained episode: 2442, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2580
Trained episode: 2443, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2581
Trained episode: 2444, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2582
Trained episode: 2445, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2583
Trained episode: 2446, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2584
Trained episode: 2447, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2585
Trained episode: 2448, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2586
Trained episode: 2449, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2587
Trained episode: 2450, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2588
Trained episode: 2451, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2589
Trained episode: 2452, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2590
Trained episode: 2453, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2592
Trained episode: 2454, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2594
Trained episode: 2455, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2595
Trained episode: 2456, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2596
Trained episode: 2457, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2598
Trained episode: 2458, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2599
Trained episode: 2459, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2600
Trained episode: 2460, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2601
Trained episode: 2461, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2602
Trained episode: 2462, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2603
Trained episode: 2463, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2604
Trained episode: 2464, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2605
Trained episode: 2465, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2606
Trained episode: 2466, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2607
Trained episode: 2467, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2608
Trained episode: 2468, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2609
Trained episode: 2469, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2610
Trained episode: 2470, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2611
Trained episode: 2471, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2612
Trained episode: 2472, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2613
Trained episode: 2473, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2614
Trained episode: 2474, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2615
Trained episode: 2475, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2616
Trained episode: 2476, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2617
Trained episode: 2477, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2618
Trained episode: 2478, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2620
Trained episode: 2479, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2621
Trained episode: 2480, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2622
Trained episode: 2481, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2623
Trained episode: 2482, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2624
Trained episode: 2483, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2625
Trained episode: 2484, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2626
Trained episode: 2485, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2627
Trained episode: 2486, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2628
Trained episode: 2487, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2629
Trained episode: 2488, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2630
Trained episode: 2489, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2631
Trained episode: 2490, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2632
Trained episode: 2491, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2633
Trained episode: 2492, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2634
Trained episode: 2493, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2635
Trained episode: 2494, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2636
Trained episode: 2495, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2637
Trained episode: 2496, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2638
Trained episode: 2497, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2639
Trained episode: 2498, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2640
Trained episode: 2499, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2641
Trained episode: 2500, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2642
Trained episode: 2501, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2643
Trained episode: 2502, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2644
Trained episode: 2503, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2645
Trained episode: 2504, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2646
Trained episode: 2505, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2647
Trained episode: 2506, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2648
Trained episode: 2507, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2649
Trained episode: 2508, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2651
Trained episode: 2509, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2652
Trained episode: 2510, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2653
Trained episode: 2511, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2654
Trained episode: 2512, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2655
Trained episode: 2513, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2657
Trained episode: 2514, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2658
Trained episode: 2515, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2659
Trained episode: 2516, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2660
Trained episode: 2517, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2661
Trained episode: 2518, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2662
Trained episode: 2519, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 2663
